investor_slug,ticker,stock,value,value_text,portfolio_url
ravenel-boykin-curry-eagle-capital-management,ANTM,ANTHEM INC,527244987.0,"$527,244,987",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,AON,AON PLC-CLASS A,800830660.0,"$800,830,660",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,ASML,ASML HOLDING NV-NY REG SHS,893422427.0,"$893,422,427",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,BRK.B,BERKSHIRE HATHAWAY INC CL-B,25544673.0,"$25,544,673",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,COF,CAPITAL ONE FINANCIAL CORP,1627712369.0,"$1,627,712,369",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,CHTR,CHARTER COMMUNICATIONS INC-A,34757292.0,"$34,757,292",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,C,CITIGROUP INC COM NEW,4793158.0,"$4,793,158",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,CMCSA,COMCAST CORP-CLASS A,1192918837.0,"$1,192,918,837",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,COP,CONOCOPHILLIPS,1857262643.0,"$1,857,262,643",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,DHR,DANAHER CORP,1410268805.0,"$1,410,268,805",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,SATS,ECHOSTAR CORP-A,2705217.0,"$2,705,217",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,ECL,ECOLAB INC,5899087.0,"$5,899,087",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,EL,ESTEE LAUDER COMPANIES-CL A,914156913.0,"$914,156,913",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,GEHCV,GE HEALTHCARE INC-W/I,988833.0,"$988,833",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,GEV,GE VERNOVA INC,18245714.0,"$18,245,714",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,GE,GENERAL ELECTRIC CO,12597811.0,"$12,597,811",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,GS,GOLDMAN SACHS GROUP INC,6143331.0,"$6,143,331",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,HLT,HILTON WORLDWIDE HOLDINGS IN,523708872.0,"$523,708,872",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,HUM,HUMANA INC,833548871.0,"$833,548,871",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,IBM,INTL BUSINESS MACHINES CORP,799767.0,"$799,767",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,INTU,INTUIT INC,356963042.0,"$356,963,042",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,IWD,ISHARES RUSSELL 1000 VALUE E,88271350.0,"$88,271,350",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,JPM,JPMORGAN CHASE & CO,357342.0,"$357,342",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,LEN,LENNAR CORP-A,1129382635.0,"$1,129,382,635",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,LBRDA,LIBERTY BROADBAND-A,13213367.0,"$13,213,367",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,LBRDK,LIBERTY BROADBAND-C,308886652.0,"$308,886,652",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,MAR,MARRIOTT INTERNATIONAL -CL A,5835925.0,"$5,835,925",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,MLM,MARTIN MARIETTA MATERIALS,199720483.0,"$199,720,483",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,MELI,MERCADOLIBRE INC,828966606.0,"$828,966,606",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,META,META PLATFORMS INC-CLASS A,798954418.0,"$798,954,418",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,MSFT,MICROSOFT CORP,1882843413.0,"$1,882,843,413",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,MS,MORGAN STANLEY,14129258.0,"$14,129,258",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,NFLX,NETFLIX INC,5885690.0,"$5,885,690",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,ORCL,ORACLE CORP,3898200.0,"$3,898,200",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,PTC,PTC INC,430286100.0,"$430,286,100",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,PHM,PULTEGROUP INC,15641077.0,"$15,641,077",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,SAP,SAP SE-SPONSORED ADR,1006480646.0,"$1,006,480,646",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,SHEL,SHELL PLC-ADR,571497649.0,"$571,497,649",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,BIL,SPDR BLOOMBERG 1-3 MONTH T-B,80503717.0,"$80,503,717",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,SPY,SPDR S&P 500 ETF TRUST,178853142.0,"$178,853,142",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,TSM,TAIWAN SEMICONDUCTOR-SP ADR,1507387404.0,"$1,507,387,404",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,TRV,TRAVELERS COS INC/THE,2001414.0,"$2,001,414",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,UNH,UNITEDHEALTH GROUP INC,1881774257.0,"$1,881,774,257",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,VOO,VANGUARD S&P 500 ETF,3684374.0,"$3,684,374",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,VTI,VANGUARD TOTAL STOCK MKT ETF,100686945.0,"$100,686,945",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,V,VISA INC-CLASS A SHARES,1324632.0,"$1,324,632",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,VMC,VULCAN MATERIALS CO,201340885.0,"$201,340,885",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,WFC,WELLS FARGO & CO,8973016.0,"$8,973,016",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,WWD,WOODWARD INC,1303723398.0,"$1,303,723,398",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,WDAY,WORKDAY INC-CLASS A,1627037542.0,"$1,627,037,542",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
ravenel-boykin-curry-eagle-capital-management,WRB,WR BERKLEY CORP,8663116.0,"$8,663,116",https://valuesider.com/guru/ravenel-boykin-curry-eagle-capital-management/portfolio
quincy-lee-ancient-art-teton-capital,ALLY,ALLY FINANCIAL INC,59257391.0,"$59,257,391",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,TBBB,BBB FOODS INC-CLASS A,13076759.0,"$13,076,759",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,VLRS,CONTROLADORA VUELA CIA-ADR,15568354.0,"$15,568,354",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,SATS,ECHOSTAR CORP-A,61566484.0,"$61,566,484",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,ULCC,FRONTIER GROUP HOLDINGS INC,16879712.0,"$16,879,712",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,IBKR,INTERACTIVE BROKERS GRO-CL A,105702231.0,"$105,702,231",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,LOMA,LOMA NEGRA CIA IND-SPON ADR,18593727.0,"$18,593,727",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,STLA,STELLANTIS NV,38108597.0,"$38,108,597",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,TBN,TAMBORAN RESOURCES CORP,11903377.0,"$11,903,377",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,THRY,THRYV HOLDINGS INC,9443493.0,"$9,443,493",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
quincy-lee-ancient-art-teton-capital,UPWK,UPWORK INC,91980933.0,"$91,980,933",https://valuesider.com/guru/quincy-lee-ancient-art-teton-capital/portfolio
dev-kantesaria-valley-forge-capital-management,ASML,ASML HOLDING NV-NY REG SHS,135061266.0,"$135,061,266",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
dev-kantesaria-valley-forge-capital-management,EFX,EQUIFAX INC,31755457.0,"$31,755,457",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
dev-kantesaria-valley-forge-capital-management,FICO,FAIR ISAAC CORP,1300803603.0,"$1,300,803,603",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
dev-kantesaria-valley-forge-capital-management,INTU,INTUIT INC,146551151.0,"$146,551,151",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
dev-kantesaria-valley-forge-capital-management,MA,MASTERCARD INC - A,849132050.0,"$849,132,050",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
dev-kantesaria-valley-forge-capital-management,MCO,MOODY'S CORP,672938618.0,"$672,938,618",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
dev-kantesaria-valley-forge-capital-management,MSCI,MSCI INC,34865572.0,"$34,865,572",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
dev-kantesaria-valley-forge-capital-management,SPGI,S&P GLOBAL INC,918806764.0,"$918,806,764",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
dev-kantesaria-valley-forge-capital-management,V,VISA INC-CLASS A SHARES,321394151.0,"$321,394,151",https://valuesider.com/guru/dev-kantesaria-valley-forge-capital-management/portfolio
warren-buffett-berkshire-hathaway,ALLE,ALLEGION PLC,124212776.0,"$124,212,776",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,ALLY,ALLY FINANCIAL INC,1313410001.0,"$1,313,410,001",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,GOOGL,ALPHABET INC-CL A,5585842446.0,"$5,585,842,446",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,AMZN,AMAZONCOM INC,525346320.0,"$525,346,320",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,AXP,AMERICAN EXPRESS CO,56088378465.0,"$56,088,378,465",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,AON,AON PLC-CLASS A,1271424876.0,"$1,271,424,876",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,AAPL,APPLE INC,61961735283.0,"$61,961,735,283",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,BATRK,ATLANTA BRAVES HOLDINGS IN-C,4553634.0,"$4,553,634",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,BAC,BANK OF AMERICA CORP,28451276370.0,"$28,451,276,370",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,COF,CAPITAL ONE FINANCIAL CORP,1732874000.0,"$1,732,874,000",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,CHTR,CHARTER COMMUNICATIONS INC-A,221459118.0,"$221,459,118",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,CVX,CHEVRON CORP,19837131131.0,"$19,837,131,131",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,CB,CHUBB LTD,10689854998.0,"$10,689,854,998",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,KO,COCA-COLA CO/THE,27964000000.0,"$27,964,000,000",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,STZ,CONSTELLATION BRANDS INC-A,1793480000.0,"$1,793,480,000",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,DVA,DAVITA INC,3608147375.0,"$3,608,147,375",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,DEO,DIAGEO PLC-SPONSORED ADR,19647993.0,"$19,647,993",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,DPZ,DOMINO'S PIZZA INC,1396347000.0,"$1,396,347,000",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,HEI.A,HEICO CORP INC CL A,326798907.0,"$326,798,907",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,JEF,JEFFERIES FINANCIAL GROUP IN,26867589.0,"$26,867,589",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,KHC,KRAFT HEINZ CO/THE,7896644337.0,"$7,896,644,337",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,KR,KROGER CO,3124000000.0,"$3,124,000,000",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,LAMR,LAMAR ADVERTISING CO-A NEW,152201058.0,"$152,201,058",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,LEN.B,LENNAR CORP - B SHS,17214818.0,"$17,214,818",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,LEN,LENNAR CORP-A,724837660.0,"$724,837,660",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,LILA,LIBERTY LATIN AMERIC-CL A,17711354.0,"$17,711,354",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,LILAK,LIBERTY LATIN AMERIC-CL C,9578789.0,"$9,578,789",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,LLYVA,LIBERTY LIVE HOLDINGS-A,406406923.0,"$406,406,923",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,LLYVK,LIBERTY LIVE HOLDINGS-C,907912688.0,"$907,912,688",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,FWONK,LIBERTY MEDIA CORP-LIB-NEW-C,297357853.0,"$297,357,853",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,LPX,LOUISIANA-PACIFIC CORP,457488683.0,"$457,488,683",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,MA,MASTERCARD INC - A,2275897610.0,"$2,275,897,610",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,MCO,MOODY'S CORP,12602556092.0,"$12,602,556,092",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,NYT,NEW YORK TIMES CO-A,351663948.0,"$351,663,948",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,NUE,NUCOR CORP,1045167939.0,"$1,045,167,939",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,NVR,NVR INC,81037260.0,"$81,037,260",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,OXY,OCCIDENTAL PETROLEUM CORP,10894391643.0,"$10,894,391,643",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,POOL,POOL CORP,702007444.0,"$702,007,444",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,SIRI,SIRIUS XM HOLDINGS INC,2495518305.0,"$2,495,518,305",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,UNH,UNITEDHEALTH GROUP INC,1663610472.0,"$1,663,610,472",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,VRSN,VERISIGN INC,2184091346.0,"$2,184,091,346",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
warren-buffett-berkshire-hathaway,V,VISA INC-CLASS A SHARES,2910002197.0,"$2,910,002,197",https://valuesider.com/guru/warren-buffett-berkshire-hathaway/portfolio
david-tepper-appaloosa-management,AMD,ADVANCED MICRO DEVICES,69602000.0,"$69,602,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,BABA,ALIBABA GROUP HOLDING-SP ADR,753117926.0,"$753,117,926",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,GOOG,ALPHABET INC-CL C,560738948.0,"$560,738,948",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,AMZN,AMAZONCOM INC,503047031.0,"$503,047,031",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,AAL,AMERICAN AIRLINES GROUP INC,216919500.0,"$216,919,500",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,ASML,ASML HOLDING NV-NY REG SHS,66866250.0,"$66,866,250",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,BIDU,BAIDU INC - SPON ADR,75129500.0,"$75,129,500",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,BLL,BALL CORP,63564000.0,"$63,564,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,GLW,CORNING INC,137486712.0,"$137,486,712",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,DAL,DELTA AIR LINES INC,32965000.0,"$32,965,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,DB,DEUTSCHE BANK AG-REGISTERED,121464000.0,"$121,464,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,ET,ENERGY TRANSFER LP,36133713.0,"$36,133,713",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,GT,GOODYEAR TIRE & RUBBER CO,21900000.0,"$21,900,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,IQV,IQVIA HOLDINGS INC,63114800.0,"$63,114,800",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,FXI,ISHARES CHINA LARGE-CAP ETF,41640375.0,"$41,640,375",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,EWY,ISHARES MSCI SOUTH KOREA ETF,182287500.0,"$182,287,500",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,JD,JDCOM INC-ADR,119307220.0,"$119,307,220",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,KWEB,KRANESHARES CSI CHINA INTERN,161737500.0,"$161,737,500",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,LHX,L3HARRIS TECHNOLOGIES INC,86603150.0,"$86,603,150",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,LRCX,LAM RESEARCH CORP,72751500.0,"$72,751,500",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,LYFT,LYFT INC-A,73606000.0,"$73,606,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,META,META PLATFORMS INC-CLASS A,396054000.0,"$396,054,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,MU,MICRON TECHNOLOGY INC,428115000.0,"$428,115,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,MSFT,MICROSOFT CORP,241810000.0,"$241,810,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,MHK,MOHAWK INDUSTRIES INC,73777500.0,"$73,777,500",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,MPLX,MPLX LP,33489675.0,"$33,489,675",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,NRG,NRG ENERGY INC,261153600.0,"$261,153,600",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,NVDA,NVIDIA CORP,317050000.0,"$317,050,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,OC,OWENS CORNING,106314500.0,"$106,314,500",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,PDD,PINDUODUO INC-ADR,201267250.0,"$201,267,250",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,QCOM,QUALCOMM INC,195852250.0,"$195,852,250",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,RTX,RAYTHEON TECHNOLOGIES CORP,91700000.0,"$91,700,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,TSM,TAIWAN SEMICONDUCTOR-SP ADR,343395700.0,"$343,395,700",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,UBER,UBER TECHNOLOGIES INC,151163500.0,"$151,163,500",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,UAL,UNITED AIRLINES HOLDINGS INC,51996300.0,"$51,996,300",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,UNH,UNITEDHEALTH GROUP INC,66022000.0,"$66,022,000",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,VST,VISTRA CORP,152456850.0,"$152,456,850",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
david-tepper-appaloosa-management,WHR,WHIRLPOOL CORP,282067400.0,"$282,067,400",https://valuesider.com/guru/david-tepper-appaloosa-management/portfolio
chase-coleman-tiger-global-management,ARX,ACCELERANT HOLDINGS-CL A,1226250.0,"$1,226,250",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,RERE,AIHUISHOU INTERNATIONAL -ADR,52105455.0,"$52,105,455",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,GOOGL,ALPHABET INC-CL A,3327628826.0,"$3,327,628,826",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,AMZN,AMAZONCOM INC,2310826501.0,"$2,310,826,501",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,APO,APOLLO GLOBAL MANAGEMENT INC,898886641.0,"$898,886,641",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,AMAT,APPLIED MATERIALS INC,230057448.0,"$230,057,448",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,APP,APPLOVIN CORP-CLASS A,871238479.0,"$871,238,479",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,AVGO,BROADCOM INC,995250005.0,"$995,250,005",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,BLSH,BULLISH,3787000.0,"$3,787,000",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,CHYM,CHIME FINANCIAL INC-CL A,357225199.0,"$357,225,199",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
chase-coleman-tiger-global-management,CRCL,CIRCLE INTERNET GROUP INC,39650000.0,"$39,650,000",https://valuesider.com/guru/chase-coleman-tiger-global-management/portfolio
