time_key,open,close,high,low,volume
2024-08-14 09:30:00,528.06,530.15,530.605,528.01,245391
2024-08-14 09:31:00,529.91,531.55,532.2499,529.37,112568
2024-08-14 09:32:00,531.32,530.92,531.9,530.38,87960
2024-08-14 09:33:00,531.0,531.63,532.68,530.97,107228
2024-08-14 09:34:00,531.98,531.99,532.58,530.85,61153
2024-08-14 09:35:00,532.0,531.99,532.32,530.9101,50998
2024-08-14 09:36:00,531.7667,532.59,532.98,531.0854,67693
2024-08-14 09:37:00,532.5495,531.63,532.5495,531.37,51051
2024-08-14 09:38:00,531.4275,531.57,532.28,531.01,42285
2024-08-14 09:39:00,531.75,532.702,532.9,531.75,56910
2024-08-14 09:40:00,532.54,531.82,533.1,531.45,95214
2024-08-14 09:41:00,531.97,531.015,532.19,530.81,43171
2024-08-14 09:42:00,531.06,530.46,531.35,530.2101,40268
2024-08-14 09:43:00,530.375,529.77,530.81,529.72,48030
2024-08-14 09:44:00,529.84,530.42,530.5,529.13,39841
2024-08-14 09:45:00,530.39,530.815,531.2738,530.26,47926
2024-08-14 09:46:00,530.94,531.1445,531.56,530.84,53841
2024-08-14 09:47:00,531.13,532.09,532.48,531.12,37265
2024-08-14 09:48:00,532.0,531.36,532.0,530.945,21758
2024-08-14 09:49:00,531.18,530.99,531.6999,530.91,31744
2024-08-14 09:50:00,531.08,531.45,531.6954,530.995,25221
2024-08-14 09:51:00,531.45,531.3,531.94,530.98,39670
2024-08-14 09:52:00,531.4796,531.52,531.67,530.83,34537
2024-08-14 09:53:00,531.53,533.06,533.06,531.42,65583
2024-08-14 09:54:00,533.11,532.3199,534.0,532.1211,149163
2024-08-14 09:55:00,532.08,532.02,532.43,531.91,34073
2024-08-14 09:56:00,532.02,531.83,532.25,531.21,64868
2024-08-14 09:57:00,531.7,531.39,531.7,530.94,40102
2024-08-14 09:58:00,531.36,530.6,531.36,530.37,40438
2024-08-14 09:59:00,530.6,530.395,530.74,529.81,65252
2024-08-14 10:00:00,530.31,531.47,532.23,529.69,64208
2024-08-14 10:01:00,531.37,532.4401,532.63,531.36,48955
2024-08-14 10:02:00,532.535,532.13,532.535,531.4435,41802
2024-08-14 10:03:00,532.0705,531.92,532.2466,531.7,15403
2024-08-14 10:04:00,531.94,531.964,532.35,531.66,18356
2024-08-14 10:05:00,532.1,531.86,532.48,531.65,12425
2024-08-14 10:06:00,531.95,531.6118,532.48,531.36,25616
2024-08-14 10:07:00,531.6478,530.975,531.6688,530.94,18673
2024-08-14 10:08:00,531.0,530.94,531.25,530.75,24483
2024-08-14 10:09:00,530.8905,531.1501,531.4,530.575,34161
2024-08-14 10:10:00,531.4,530.265,531.4,529.8901,38507
2024-08-14 10:11:00,530.265,528.988,530.265,528.83,61570
2024-08-14 10:12:00,529.12,530.06,530.4,529.04,36611
2024-08-14 10:13:00,530.04,530.1589,530.4999,529.83,39567
2024-08-14 10:14:00,530.15,530.27,530.59,530.04,38653
2024-08-14 10:15:00,530.38,530.0,530.43,529.78,33597
2024-08-14 10:16:00,529.83,529.41,530.25,528.84,34435
2024-08-14 10:17:00,529.49,529.16,529.67,528.8101,16918
2024-08-14 10:18:00,529.175,529.535,529.66,529.0,26338
2024-08-14 10:19:00,529.66,529.55,529.92,529.05,27136
2024-08-14 10:20:00,529.76,529.42,530.0,529.39,20525
2024-08-14 10:21:00,529.465,529.26,529.7,528.8801,26462
2024-08-14 10:22:00,529.2,528.75,529.4,528.43,38796
2024-08-14 10:23:00,528.73,529.03,529.09,528.5001,19728
2024-08-14 10:24:00,529.22,529.01,529.28,528.92,11789
2024-08-14 10:25:00,528.91,528.75,528.91,528.59,11023
2024-08-14 10:26:00,528.63,527.45,528.63,527.42,48716
2024-08-14 10:27:00,527.4,527.615,527.9,527.3,22410
2024-08-14 10:28:00,527.615,527.67,527.98,527.27,23493
2024-08-14 10:29:00,527.9,528.48,528.5,527.75,19567
2024-08-14 10:30:00,528.35,528.61,528.73,527.9701,22778
2024-08-14 10:31:00,528.43,527.635,528.43,527.44,18326
2024-08-14 10:32:00,527.71,526.61,527.78,526.35,44474
2024-08-14 10:33:00,526.61,526.545,527.1,526.39,34035
2024-08-14 10:34:00,526.35,525.68,526.64,525.5162,45556
2024-08-14 10:35:00,525.7278,526.15,526.15,525.58,39463
2024-08-14 10:36:00,526.0151,526.04,526.2499,525.8101,46216
2024-08-14 10:37:00,525.99,526.5,526.7899,525.88,29567
2024-08-14 10:38:00,526.4,526.43,526.5,526.1401,18435
2024-08-14 10:39:00,526.34,526.13,526.34,525.8,25143
2024-08-14 10:40:00,526.43,527.41,527.52,526.24,17168
2024-08-14 10:41:00,527.4878,527.695,527.83,527.27,25270
2024-08-14 10:42:00,527.8199,527.9999,528.2,527.4,27313
2024-08-14 10:43:00,527.96,527.88,528.0,527.61,13966
2024-08-14 10:44:00,527.79,527.61,528.12,527.61,24268
2024-08-14 10:45:00,527.78,528.06,528.11,527.63,19831
2024-08-14 10:46:00,527.9966,527.915,528.13,527.58,14182
2024-08-14 10:47:00,527.96,528.69,528.69,527.8368,26537
2024-08-14 10:48:00,528.7,528.48,528.8099,528.19,19882
2024-08-14 10:49:00,528.415,528.9249,529.0,528.41,21362
2024-08-14 10:50:00,529.0,528.5,529.0,528.32,27089
2024-08-14 10:51:00,528.6165,528.14,528.815,528.06,12541
2024-08-14 10:52:00,528.23,528.86,529.0,528.17,15185
2024-08-14 10:53:00,528.95,529.23,529.465,528.87,29529
2024-08-14 10:54:00,529.23,529.71,529.72,529.215,19650
2024-08-14 10:55:00,529.75,529.8,529.8,529.3,28283
2024-08-14 10:56:00,529.775,529.25,529.78,529.1301,26114
2024-08-14 10:57:00,529.13,528.4001,529.24,528.4001,10815
2024-08-14 10:58:00,528.42,528.9001,529.21,528.42,15382
2024-08-14 10:59:00,529.31,529.41,529.6,528.9101,9340
2024-08-14 11:00:00,529.38,529.706,529.79,529.24,59717
2024-08-14 11:01:00,529.61,529.64,530.01,529.4801,74083
2024-08-14 11:02:00,529.55,529.95,529.98,529.55,9986
2024-08-14 11:03:00,529.9228,530.19,530.355,529.76,14382
2024-08-14 11:04:00,530.29,529.93,530.39,529.85,15672
2024-08-14 11:05:00,530.03,530.13,530.4,529.49,48146
2024-08-14 11:06:00,530.045,529.5,530.045,529.4,14055
2024-08-14 11:07:00,529.4214,529.8,529.85,529.22,11518
2024-08-14 11:08:00,529.83,529.41,529.85,529.41,10244
2024-08-14 11:09:00,529.46,529.64,529.64,529.26,9466
2024-08-14 11:10:00,529.57,529.835,529.89,529.57,7961
2024-08-14 11:11:00,529.8288,529.59,529.95,529.59,8265
2024-08-14 11:12:00,529.683,530.06,530.0875,529.59,8702
2024-08-14 11:13:00,530.05,530.48,530.48,529.9081,10275
2024-08-14 11:14:00,530.36,530.3,530.48,530.19,7731
2024-08-14 11:15:00,530.33,530.12,530.33,529.9101,13761
2024-08-14 11:16:00,530.19,530.54,530.6,529.9378,13137
2024-08-14 11:17:00,530.47,530.3726,530.65,530.37,8500
2024-08-14 11:18:00,530.385,530.32,530.385,530.0772,11572
2024-08-14 11:19:00,530.365,530.7632,530.8,530.365,15428
2024-08-14 11:20:00,530.85,530.86,531.2499,530.75,34335
2024-08-14 11:21:00,531.0,530.9,531.0,530.65,14107
2024-08-14 11:22:00,530.9,530.68,531.0,530.6,15417
2024-08-14 11:23:00,530.7,530.9,530.9,530.7,3342
2024-08-14 11:24:00,530.83,530.98,531.05,530.7401,11487
2024-08-14 11:25:00,531.0,531.35,531.5,531.0,48144
2024-08-14 11:26:00,531.38,531.58,531.66,531.2,20735
2024-08-14 11:27:00,531.4401,531.33,531.51,531.28,17924
2024-08-14 11:28:00,531.35,531.67,531.67,531.2501,38050
2024-08-14 11:29:00,531.69,531.3537,531.69,531.2401,13786
2024-08-14 11:30:00,531.45,531.2982,531.5,531.2,15075
2024-08-14 11:31:00,531.46,531.56,531.65,531.37,10003
2024-08-14 11:32:00,531.56,531.71,531.79,531.49,6295
2024-08-14 11:33:00,531.77,531.725,531.85,531.455,14197
2024-08-14 11:34:00,531.84,531.64,532.0,531.38,29653
2024-08-14 11:35:00,531.5451,531.69,532.0,531.31,26281
2024-08-14 11:36:00,531.71,531.525,531.71,531.4547,14323
2024-08-14 11:37:00,531.59,531.3,531.72,531.2501,13720
2024-08-14 11:38:00,531.38,531.535,531.6,531.38,9277
2024-08-14 11:39:00,531.59,531.57,531.76,531.49,12340
2024-08-14 11:40:00,531.595,531.73,531.82,531.46,22513
2024-08-14 11:41:00,531.74,531.8601,532.06,531.74,23777
2024-08-14 11:42:00,532.0,531.5701,532.0799,531.5701,19187
2024-08-14 11:43:00,531.685,531.38,531.685,531.34,10947
2024-08-14 11:44:00,531.4313,531.235,531.56,531.1817,11950
2024-08-14 11:45:00,531.24,531.335,531.4399,531.1401,12036
2024-08-14 11:46:00,531.38,531.4057,531.42,531.27,9829
2024-08-14 11:47:00,531.47,531.66,531.74,531.46,7237
2024-08-14 11:48:00,531.66,531.38,531.7499,531.38,8860
2024-08-14 11:49:00,531.31,531.84,531.9,531.3,16005
2024-08-14 11:50:00,531.84,531.79,531.97,531.56,20351
2024-08-14 11:51:00,531.77,532.19,532.21,531.77,34440
2024-08-14 11:52:00,532.17,532.2,532.2997,532.0,19435
2024-08-14 11:53:00,532.19,532.31,532.4699,532.19,18247
2024-08-14 11:54:00,532.24,532.55,532.56,532.17,17716
2024-08-14 11:55:00,532.505,532.8,532.8,532.4,14490
2024-08-14 11:56:00,532.755,533.13,533.1489,532.67,30306
2024-08-14 11:57:00,533.14,533.0884,533.36,532.94,25059
2024-08-14 11:58:00,533.051,533.47,533.53,533.03,19710
2024-08-14 11:59:00,533.465,533.28,533.465,533.2,18969
2024-08-14 12:00:00,533.32,532.86,533.33,532.8,23392
2024-08-14 12:01:00,532.89,532.77,532.98,532.7,13711
2024-08-14 12:02:00,532.715,532.52,532.7574,532.2275,14981
2024-08-14 12:03:00,532.52,533.01,533.01,532.1801,19242
2024-08-14 12:04:00,533.01,533.8,533.8,532.92,42325
2024-08-14 12:05:00,533.79,533.11,533.8,533.0001,18293
