time_key,open,close,high,low,volume
2025-12-12 09:30:00,116.1,116.1,116.1,116.1,817200
2025-12-12 09:31:00,116.1,116.5,116.8,116.0,1855200
2025-12-12 09:32:00,116.6,116.3,116.6,116.2,405200
2025-12-12 09:33:00,116.4,116.4,116.5,116.3,64800
2025-12-12 09:34:00,116.5,116.3,116.5,116.3,32000
2025-12-12 09:35:00,116.3,116.3,116.4,116.3,112400
2025-12-12 09:36:00,116.3,116.2,116.4,116.2,177600
2025-12-12 09:37:00,116.2,116.1,116.3,116.1,94000
2025-12-12 09:38:00,116.1,116.1,116.3,116.1,168400
2025-12-12 09:39:00,116.2,116.2,116.3,116.1,219200
2025-12-12 09:40:00,116.2,116.5,116.6,116.2,1033600
2025-12-12 09:41:00,116.6,116.8,116.8,116.5,464400
2025-12-12 09:42:00,116.7,116.8,117.0,116.7,893600
2025-12-12 09:43:00,116.8,117.0,117.0,116.8,419600
2025-12-12 09:44:00,116.9,116.7,117.0,116.7,277200
2025-12-12 09:45:00,116.7,116.6,116.7,116.5,52000
2025-12-12 09:46:00,116.6,116.7,116.7,116.6,50000
2025-12-12 09:47:00,116.7,116.8,116.8,116.6,286800
2025-12-12 09:48:00,116.8,116.8,116.9,116.7,93600
2025-12-12 09:49:00,116.8,116.8,116.8,116.8,62800
2025-12-12 09:50:00,116.8,116.7,116.8,116.7,58800
2025-12-12 09:51:00,116.8,116.8,116.8,116.7,64800
2025-12-12 09:52:00,116.7,116.7,116.9,116.7,145200
2025-12-12 09:53:00,116.7,116.9,117.0,116.7,327600
2025-12-12 09:54:00,116.9,116.9,117.0,116.9,54800
2025-12-12 09:55:00,117.0,117.0,117.0,116.9,131200
2025-12-12 09:56:00,116.9,117.0,117.0,116.9,1145600
2025-12-12 09:57:00,117.1,117.2,117.3,117.0,589200
2025-12-12 09:58:00,117.2,117.2,117.3,117.2,53200
2025-12-12 09:59:00,117.2,117.2,117.3,117.2,144800
2025-12-12 10:00:00,117.2,117.2,117.2,117.1,116000
2025-12-12 10:01:00,117.2,117.3,117.4,117.2,271200
2025-12-12 10:02:00,117.3,117.4,117.4,117.3,243200
2025-12-12 10:03:00,117.4,117.3,117.5,117.3,104800
2025-12-12 10:04:00,117.3,117.2,117.4,117.2,175200
2025-12-12 10:05:00,117.2,117.2,117.4,117.2,109600
2025-12-12 10:06:00,117.2,117.2,117.2,117.2,38000
2025-12-12 10:07:00,117.2,117.2,117.3,117.2,57600
2025-12-12 10:08:00,117.2,117.1,117.3,117.1,78400
2025-12-12 10:09:00,117.1,117.1,117.2,117.0,113200
2025-12-12 10:10:00,117.1,117.1,117.2,117.1,61600
2025-12-12 10:11:00,117.1,117.1,117.2,117.0,75200
2025-12-12 10:12:00,117.1,117.2,117.3,117.1,247600
2025-12-12 10:13:00,117.2,117.2,117.3,117.2,262000
2025-12-12 10:14:00,117.2,117.3,117.3,117.2,55600
2025-12-12 10:15:00,117.2,117.2,117.3,117.2,60800
2025-12-12 10:16:00,117.2,117.1,117.3,117.1,149200
2025-12-12 10:17:00,117.0,117.1,117.2,117.0,57200
2025-12-12 10:18:00,117.1,117.2,117.2,117.1,22400
2025-12-12 10:19:00,117.1,117.1,117.1,117.1,50800
2025-12-12 10:20:00,117.1,117.1,117.1,117.1,66400
2025-12-12 10:21:00,117.0,117.1,117.2,117.0,258400
2025-12-12 10:22:00,117.2,117.2,117.2,117.1,27600
2025-12-12 10:23:00,117.1,117.2,117.3,117.1,116000
2025-12-12 10:24:00,117.2,117.2,117.3,117.2,61600
2025-12-12 10:25:00,117.2,117.3,117.3,117.2,32000
2025-12-12 10:26:00,117.2,117.2,117.3,117.2,56000
2025-12-12 10:27:00,117.2,117.1,117.2,117.1,52000
2025-12-12 10:28:00,117.1,117.1,117.1,117.1,51600
2025-12-12 10:29:00,117.1,117.0,117.1,117.0,36400
2025-12-12 10:30:00,117.0,117.0,117.1,117.0,35600
2025-12-12 10:31:00,117.0,117.1,117.1,117.0,58400
