time_key,open,close,high,low,volume
2024-12-23 09:30:00,225.01,224.64,225.29,224.52,673241
2024-12-23 09:31:00,224.62,224.0647,225.0,223.9,149448
2024-12-23 09:32:00,224.1077,224.48,224.6499,224.06,130939
2024-12-23 09:33:00,224.54,224.93,225.13,224.49,138623
2024-12-23 09:34:00,224.9189,224.975,225.25,224.82,119545
2024-12-23 09:35:00,225.0,225.08,225.2,224.8002,129764
2024-12-23 09:36:00,225.11,224.98,225.38,224.83,128238
2024-12-23 09:37:00,224.94,224.76,225.2212,224.66,150855
2024-12-23 09:38:00,224.8,225.325,225.39,224.61,72712
2024-12-23 09:39:00,225.29,225.25,225.4295,225.0,80806
2024-12-23 09:40:00,225.24,224.8894,225.24,224.79,116317
2024-12-23 09:41:00,224.85,224.974,225.14,224.82,44069
2024-12-23 09:42:00,224.96,224.88,225.19,224.8399,91823
2024-12-23 09:43:00,224.9146,224.7,224.965,224.58,52368
2024-12-23 09:44:00,224.665,224.51,224.6778,224.3318,71586
2024-12-23 09:45:00,224.48,224.777,224.92,224.43,73662
2024-12-23 09:46:00,224.8,224.55,224.825,224.16,129445
2024-12-23 09:47:00,224.55,225.0701,225.12,224.55,53971
2024-12-23 09:48:00,225.095,224.535,225.095,224.53,40089
2024-12-23 09:49:00,224.535,224.56,224.71,224.455,46568
2024-12-23 09:50:00,224.565,224.44,224.77,224.25,76594
2024-12-23 09:51:00,224.42,224.63,224.63,224.38,40142
2024-12-23 09:52:00,224.6413,224.77,224.79,224.4535,73087
2024-12-23 09:53:00,224.77,224.785,224.83,224.7004,58977
2024-12-23 09:54:00,224.76,224.96,225.13,224.7062,61601
2024-12-23 09:55:00,224.93,225.0,225.07,224.77,47798
2024-12-23 09:56:00,225.0,225.305,225.3453,224.85,97658
2024-12-23 09:57:00,225.28,225.0576,225.36,225.0,65425
2024-12-23 09:58:00,225.09,225.095,225.4,224.85,55211
2024-12-23 09:59:00,225.14,224.91,225.18,224.81,80426
2024-12-23 10:00:00,224.94,224.8,225.1,224.71,83699
2024-12-23 10:01:00,224.76,224.85,224.93,224.72,47461
2024-12-23 10:02:00,224.8925,224.79,224.97,224.63,53699
2024-12-23 10:03:00,224.83,224.9699,225.06,224.815,61620
2024-12-23 10:04:00,224.9528,224.75,224.9528,224.67,30935
2024-12-23 10:05:00,224.74,224.96,224.96,224.66,51664
2024-12-23 10:06:00,224.95,224.77,225.0223,224.69,28673
2024-12-23 10:07:00,224.77,224.85,224.9229,224.6921,67044
2024-12-23 10:08:00,224.81,224.62,224.87,224.53,64721
2024-12-23 10:09:00,224.58,224.46,224.775,224.32,51506
2024-12-23 10:10:00,224.44,224.16,224.77,224.13,74654
2024-12-23 10:11:00,224.1686,224.28,224.775,224.0,108120
2024-12-23 10:12:00,224.27,224.6088,224.63,224.06,57397
2024-12-23 10:13:00,224.5803,224.55,224.77,224.33,55364
2024-12-23 10:14:00,224.5455,224.76,224.8,224.4,54311
2024-12-23 10:15:00,224.72,224.76,224.9,224.69,46077
2024-12-23 10:16:00,224.77,224.73,224.91,224.67,39870
2024-12-23 10:17:00,224.73,224.5126,224.8752,224.485,30014
2024-12-23 10:18:00,224.52,224.3435,224.55,224.3,36150
2024-12-23 10:19:00,224.36,224.425,224.65,224.26,33598
2024-12-23 10:20:00,224.4399,224.3,224.77,224.22,77607
2024-12-23 10:21:00,224.36,224.61,224.77,224.3301,79618
2024-12-23 10:22:00,224.65,224.4,224.77,224.395,41107
2024-12-23 10:23:00,224.43,224.9035,225.08,224.42,60177
2024-12-23 10:24:00,224.895,224.77,224.895,224.65,24272
2024-12-23 10:25:00,224.74,224.71,224.85,224.635,25492
2024-12-23 10:26:00,224.6684,224.69,224.72,224.545,40673
2024-12-23 10:27:00,224.77,224.9,224.9,224.63,25157
2024-12-23 10:28:00,224.86,224.6625,224.9217,224.59,44633
2024-12-23 10:29:00,224.675,224.83,225.03,224.6581,183409
2024-12-23 10:30:00,224.87,224.7376,225.0098,224.66,90652
2024-12-23 10:31:00,224.7,225.0,225.0,224.7,35477
2024-12-23 10:32:00,224.98,225.045,225.18,224.9,50474
2024-12-23 10:33:00,225.07,225.065,225.22,225.01,37119
2024-12-23 10:34:00,225.07,224.97,225.08,224.75,68990
2024-12-23 10:35:00,224.95,224.6919,224.98,224.685,32432
2024-12-23 10:36:00,224.73,224.76,224.8099,224.648,23841
2024-12-23 10:37:00,224.78,224.88,224.93,224.7403,28372
2024-12-23 10:38:00,224.87,225.0682,225.0682,224.82,47301
2024-12-23 10:39:00,225.08,225.144,225.1796,224.97,58575
2024-12-23 10:40:00,225.13,225.04,225.13,224.96,42894
2024-12-23 10:41:00,225.07,225.04,225.19,225.0,34000
2024-12-23 10:42:00,225.08,225.24,225.26,225.06,42280
2024-12-23 10:43:00,225.2401,225.26,225.28,225.11,32574
2024-12-23 10:44:00,225.2601,225.01,225.35,225.0,55627
2024-12-23 10:45:00,225.015,224.96,225.115,224.93,31953
2024-12-23 10:46:00,224.96,224.93,225.0375,224.89,29989
2024-12-23 10:47:00,224.94,225.01,225.11,224.94,31603
2024-12-23 10:48:00,225.0311,225.15,225.15,224.91,27459
2024-12-23 10:49:00,225.135,225.05,225.31,225.045,40068
2024-12-23 10:50:00,225.08,225.165,225.25,225.075,27237
2024-12-23 10:51:00,225.1799,225.25,225.28,225.02,21454
2024-12-23 10:52:00,225.25,225.19,225.39,225.17,36583
2024-12-23 10:53:00,225.21,225.195,225.26,225.12,24966
2024-12-23 10:54:00,225.1841,225.095,225.3,225.0742,23360
2024-12-23 10:55:00,225.095,225.4628,225.48,225.095,41154
2024-12-23 10:56:00,225.45,225.83,225.88,225.4,84101
2024-12-23 10:57:00,225.81,225.84,225.89,225.77,50898
2024-12-23 10:58:00,225.84,225.2471,225.9199,225.1605,75838
2024-12-23 10:59:00,225.25,225.3433,225.39,225.17,42731
2024-12-23 11:00:00,225.305,225.54,225.54,225.275,24088
2024-12-23 11:01:00,225.52,225.56,225.63,225.479,37725
2024-12-23 11:02:00,225.56,225.72,225.78,225.5,35358
2024-12-23 11:03:00,225.7094,225.74,225.83,225.7,29759
2024-12-23 11:04:00,225.73,225.8902,225.92,225.715,34203
2024-12-23 11:05:00,225.9065,225.73,225.9065,225.69,31143
2024-12-23 11:06:00,225.76,225.665,225.89,225.65,49376
2024-12-23 11:07:00,225.66,225.585,225.73,225.575,30515
2024-12-23 11:08:00,225.641,225.665,225.73,225.59,26686
2024-12-23 11:09:00,225.68,225.71,225.78,225.6792,24829
2024-12-23 11:10:00,225.73,225.71,225.7899,225.678,33420
2024-12-23 11:11:00,225.73,225.635,225.73,225.59,22943
2024-12-23 11:12:00,225.64,225.56,225.648,225.46,24690
2024-12-23 11:13:00,225.5385,225.5605,225.5883,225.4647,68161
2024-12-23 11:14:00,225.56,225.59,225.6,225.52,18688
2024-12-23 11:15:00,225.6064,225.61,225.65,225.54,17605
