time_key,open,close,high,low,volume,turnover,last_close
2026-03-05 09:30:00,509.5,509.5,509.5,509.5,1415600,721248200.0,506.0
2026-03-05 09:31:00,510.0,514.5,515.0,510.0,933000,478119550.0,509.5
2026-03-05 09:32:00,514.5,512.5,515.5,512.5,399900,205579294.4,514.5
2026-03-05 09:33:00,513.0,511.5,513.0,511.0,335300,171614702.3,512.5
2026-03-05 09:34:00,511.5,513.0,513.5,511.0,144500,74011525.0,511.5
2026-03-05 09:35:00,513.0,512.5,513.5,512.0,145000,74350275.0,513.0
2026-03-05 09:36:00,512.5,513.0,514.0,512.5,155300,79698975.0,512.5
2026-03-05 09:37:00,513.0,512.0,513.5,512.0,101700,52165050.0,513.0
2026-03-05 09:38:00,512.0,512.0,513.0,511.5,153300,78503850.0,512.0
2026-03-05 09:39:00,512.5,512.0,512.5,511.5,87500,44796200.0,512.0
2026-03-05 09:40:00,512.0,512.5,512.5,511.5,229600,117559425.0,512.0
2026-03-05 09:41:00,513.0,512.5,513.0,512.0,118400,60659500.0,512.5
2026-03-05 09:42:00,512.5,512.5,513.0,512.0,92500,47423387.6,512.5
2026-03-05 09:43:00,512.5,511.0,512.5,510.0,439800,224952525.0,512.5
2026-03-05 09:44:00,511.0,512.0,512.0,510.5,112500,57538075.0,511.0
2026-03-05 09:45:00,512.0,511.0,512.5,510.5,114400,58483875.0,512.0
2026-03-05 09:46:00,511.0,510.5,511.0,510.5,58000,29624025.0,511.0
2026-03-05 09:47:00,511.0,511.0,511.0,510.5,101100,51658225.0,510.5
2026-03-05 09:48:00,511.0,512.5,512.5,510.5,76400,39094700.0,511.0
2026-03-05 09:49:00,512.5,512.0,513.0,512.0,115200,59021175.0,512.5
2026-03-05 09:50:00,512.0,511.0,512.5,511.0,73200,37459735.1,512.0
2026-03-05 09:51:00,511.5,510.5,512.0,510.5,140800,71956150.0,511.0
2026-03-05 09:52:00,511.0,510.0,511.0,509.5,268800,137151975.0,510.5
2026-03-05 09:53:00,510.0,509.5,510.5,509.5,42200,21527225.0,510.0
2026-03-05 09:54:00,509.5,510.0,510.5,509.5,54300,27693450.0,509.5
2026-03-05 09:55:00,510.5,509.5,510.5,509.5,46600,23764625.0,510.0
2026-03-05 09:56:00,510.0,508.5,510.0,508.5,164600,83821950.0,509.5
2026-03-05 09:57:00,509.0,508.0,509.0,507.5,107900,54824129.4,508.5
2026-03-05 09:58:00,508.0,508.0,508.5,507.5,40900,20779417.0,508.0
2026-03-05 09:59:00,508.0,508.5,508.5,508.0,30500,15498749.6,508.0
2026-03-05 10:00:00,508.0,508.0,508.5,507.5,48100,24444939.8,508.5
2026-03-05 10:01:00,508.0,508.5,508.5,507.5,56100,28498655.0,508.0
2026-03-05 10:02:00,508.5,509.0,509.0,508.0,67800,34475325.0,508.5
2026-03-05 10:03:00,509.0,509.0,509.0,508.5,49800,25346475.0,509.0
2026-03-05 10:04:00,509.0,509.5,509.5,508.5,29100,14816850.0,509.0
2026-03-05 10:05:00,509.5,509.5,510.0,509.0,85300,43448000.0,509.5
2026-03-05 10:06:00,509.5,510.0,510.0,509.0,40800,20792025.0,509.5
2026-03-05 10:07:00,510.0,510.0,510.0,509.5,53500,27281725.0,510.0
2026-03-05 10:08:00,510.0,509.5,510.0,509.0,97800,49834796.4,510.0
2026-03-05 10:09:00,509.5,510.5,510.5,509.5,74600,38035109.9,509.5
2026-03-05 10:10:00,510.0,510.0,510.5,510.0,58200,29687000.0,510.5
2026-03-05 10:11:00,510.0,510.5,510.5,510.0,21300,10869044.6,510.0
2026-03-05 10:12:00,510.0,510.0,510.5,509.5,58700,29937725.0,510.5
2026-03-05 10:13:00,510.0,510.5,510.5,509.5,43600,22241675.0,510.0
2026-03-05 10:14:00,510.5,511.0,511.0,510.0,34400,17561150.0,510.5
