time_key,open,close,high,low,volume,turnover,last_close
2025-10-24 09:30:00,639.0,639.0,639.0,639.0,427300,273044700.0,633.0
2025-10-24 09:31:00,638.5,638.5,640.5,637.5,273500,174762000.0,639.0
2025-10-24 09:32:00,639.0,640.5,641.0,638.5,172700,110531600.0,638.5
2025-10-24 09:33:00,640.5,640.0,641.0,639.0,100400,64250300.0,640.5
2025-10-24 09:34:00,640.0,640.5,641.5,640.0,91700,58754350.0,640.0
2025-10-24 09:35:00,640.0,638.5,641.0,638.0,142400,91091150.0,640.5
2025-10-24 09:36:00,639.0,638.5,639.5,638.5,109200,69784750.0,638.5
2025-10-24 09:37:00,638.0,637.5,638.5,637.0,78600,50118010.3,638.5
2025-10-24 09:38:00,637.5,639.5,640.0,637.5,138900,88711900.0,637.5
2025-10-24 09:39:00,639.0,639.0,639.0,638.0,59900,38263950.0,639.5
2025-10-24 09:40:00,639.0,638.0,639.5,638.0,81000,51728300.0,639.0
2025-10-24 09:41:00,638.0,638.0,638.0,637.0,45200,28820100.0,638.0
2025-10-24 09:42:00,638.0,639.0,639.0,637.0,63000,40198500.0,638.0
2025-10-24 09:43:00,639.0,639.0,639.5,638.0,90800,58000725.0,639.0
2025-10-24 09:44:00,639.0,640.0,640.5,638.5,63700,40758500.0,639.0
2025-10-24 09:45:00,640.0,639.0,640.5,639.0,67800,43365600.0,640.0
2025-10-24 09:46:00,639.5,639.5,640.0,638.5,51900,33179550.0,639.0
2025-10-24 09:47:00,639.0,638.0,639.5,637.5,62000,39588250.0,639.5
2025-10-24 09:48:00,637.5,639.5,640.0,637.0,37700,24080625.0,638.0
2025-10-24 09:49:00,639.5,638.5,640.0,638.5,61200,39112900.0,639.5
2025-10-24 09:50:00,639.0,638.0,639.5,638.0,59500,37999775.0,638.5
2025-10-24 09:51:00,638.5,638.5,638.5,638.0,28100,17935225.0,638.0
2025-10-24 09:52:00,638.5,639.5,639.5,638.0,58200,37172200.0,638.5
2025-10-24 09:53:00,639.0,639.0,639.0,638.0,57800,36922625.0,639.5
