time_key,open,close,high,low,volume,turnover,last_close
2025-05-22 09:30:00,520.0,520.0,520.0,520.0,600100,312052000.0,520.5
2025-05-22 09:31:00,519.5,518.5,520.0,518.0,201200,104358975.0,520.0
2025-05-22 09:32:00,519.0,519.5,520.0,518.5,151300,78609334.0,518.5
2025-05-22 09:33:00,520.0,517.0,520.0,517.0,142400,73827335.6,519.5
2025-05-22 09:34:00,517.0,517.5,517.5,516.5,78700,40685319.4,517.0
2025-05-22 09:35:00,517.0,518.0,518.5,517.0,74500,38590975.5,517.5
2025-05-22 09:36:00,518.0,518.0,518.0,517.0,71500,36989375.0,518.0
2025-05-22 09:37:00,517.5,518.0,518.0,517.5,27700,14339325.0,518.0
2025-05-22 09:38:00,518.0,518.0,518.0,517.5,34600,17917050.0,518.0
2025-05-22 09:39:00,517.5,518.0,518.5,517.5,58100,30094350.0,518.0
2025-05-22 09:40:00,518.0,516.5,518.5,516.5,92800,47996475.0,518.0
2025-05-22 09:41:00,516.5,517.0,517.5,516.0,92100,47590725.0,516.5
2025-05-22 09:42:00,517.5,517.0,517.5,517.0,18900,9775225.0,517.0
2025-05-22 09:43:00,517.0,516.5,517.5,516.5,73700,38093875.0,517.0
2025-05-22 09:44:00,517.0,517.0,517.0,516.5,24200,12507400.0,516.5
2025-05-22 09:45:00,517.0,517.5,517.5,516.5,37800,19539803.2,517.0
2025-05-22 09:46:00,517.0,518.0,518.0,517.0,78600,40684217.8,517.5
2025-05-22 09:47:00,518.0,518.0,518.5,517.5,23300,12068150.0,518.0
2025-05-22 09:48:00,517.5,516.5,518.0,516.0,113000,58416294.6,518.0
2025-05-22 09:49:00,516.0,517.0,517.0,516.0,46300,23912712.2,516.5
2025-05-22 09:50:00,517.0,516.0,517.0,516.0,39500,20394579.2,517.0
2025-05-22 09:51:00,516.0,516.5,516.5,516.0,22200,11461090.8,516.0
2025-05-22 09:52:00,516.5,516.5,516.5,516.0,50100,25860251.5,516.5
2025-05-22 09:53:00,516.5,516.0,517.0,516.0,87700,45278888.5,516.5
2025-05-22 09:54:00,516.0,516.0,516.0,515.5,113200,58385492.4,516.0
2025-05-22 09:55:00,516.0,516.5,517.0,516.0,46100,23805643.4,516.0
2025-05-22 09:56:00,516.5,517.0,517.0,516.0,32600,16837175.0,516.5
2025-05-22 09:57:00,516.5,517.0,517.5,516.5,50500,26109025.0,517.0
2025-05-22 09:58:00,517.0,517.0,517.5,516.5,24300,12564175.4,517.0
2025-05-22 09:59:00,517.0,517.0,517.5,517.0,25500,13187800.0,517.0
2025-05-22 10:00:00,517.5,518.0,518.0,517.0,56700,29340200.0,517.0
2025-05-22 10:01:00,517.5,518.0,518.5,517.5,75300,38997825.0,518.0
2025-05-22 10:02:00,518.0,518.0,518.0,517.5,10300,5333400.0,518.0
2025-05-22 10:03:00,518.0,518.0,518.5,517.5,44700,23153800.0,518.0
2025-05-22 10:04:00,517.5,517.5,518.0,517.0,21100,10917325.0,518.0
2025-05-22 10:05:00,517.0,516.5,517.5,516.5,63800,32977530.0,517.5
2025-05-22 10:06:00,517.0,517.5,517.5,516.5,35900,18563466.0,516.5
2025-05-22 10:07:00,517.5,516.5,517.5,516.5,37200,19230632.5,517.5
2025-05-22 10:08:00,516.5,517.0,517.5,516.5,65500,33854800.0,516.5
2025-05-22 10:09:00,516.5,517.5,517.5,516.5,48500,25085485.8,517.0
2025-05-22 10:10:00,517.0,517.5,517.5,517.0,7000,3620537.6,517.5
2025-05-22 10:11:00,517.5,517.0,517.5,516.5,50800,26268175.0,517.5
2025-05-22 10:12:00,517.0,517.0,517.5,517.0,29500,15253650.0,517.0
2025-05-22 10:13:00,517.0,516.5,517.5,516.5,33500,17320325.0,517.0
2025-05-22 10:14:00,516.5,516.5,517.0,516.5,11200,5786825.0,516.5
2025-05-22 10:15:00,516.5,516.0,517.0,516.0,50000,25818600.0,516.5
2025-05-22 10:16:00,516.0,516.0,516.5,516.0,22300,11510100.0,516.0
2025-05-22 10:17:00,516.0,516.5,516.5,516.0,13900,7174225.0,516.0
2025-05-22 10:18:00,516.5,516.0,516.5,516.0,15800,8155725.0,516.5
2025-05-22 10:19:00,516.0,516.0,517.0,516.0,105000,54222175.0,516.0
2025-05-22 10:20:00,516.0,516.0,516.5,515.5,76700,39576002.6,516.0
2025-05-22 10:21:00,516.0,515.5,516.5,515.5,29100,15015284.6,516.0
2025-05-22 10:22:00,516.0,516.0,516.5,516.0,34000,17547650.0,515.5
2025-05-22 10:23:00,516.0,516.0,516.5,516.0,15500,7999750.0,516.0
2025-05-22 10:24:00,516.0,516.0,516.5,516.0,19700,10167075.0,516.0
2025-05-22 10:25:00,516.0,516.5,516.5,516.0,9700,5005925.0,516.0
2025-05-22 10:26:00,516.0,517.0,517.0,516.0,43300,22365425.0,516.5
2025-05-22 10:27:00,517.0,516.5,517.0,516.5,23100,11938200.0,517.0
2025-05-22 10:28:00,516.5,517.5,517.5,516.5,40200,20788750.0,516.5
2025-05-22 10:29:00,517.0,516.5,517.5,516.5,52700,27243725.0,517.5
2025-05-22 10:30:00,516.5,517.0,517.0,516.5,7400,3822850.0,516.5
2025-05-22 10:31:00,517.0,517.0,517.0,516.5,10700,5529577.3,517.0
2025-05-22 10:32:00,516.5,517.0,517.5,516.5,23400,12098504.0,517.0
2025-05-22 10:33:00,517.0,517.5,517.5,517.0,12300,6361950.0,517.0
2025-05-22 10:34:00,517.0,516.5,517.5,516.5,41100,21248184.0,517.5
2025-05-22 10:35:00,516.5,517.0,517.5,516.5,16000,8271875.0,516.5
2025-05-22 10:36:00,517.0,517.0,517.5,517.0,10700,5533299.4,517.0
2025-05-22 10:37:00,517.0,516.5,517.5,516.5,24800,12820675.0,517.0
2025-05-22 10:38:00,516.5,517.0,517.5,516.5,15600,8065600.0,516.5
2025-05-22 10:39:00,517.0,517.0,517.5,516.5,27600,14269875.0,517.0
