time_key,open,close,high,low,volume,turnover,last_close
2025-06-05 09:30:00,517.5,517.5,517.5,517.5,638300,330320250.0,512.0
2025-06-05 09:31:00,517.0,515.5,517.5,514.5,445400,229711775.0,517.5
2025-06-05 09:32:00,516.0,515.0,516.5,515.0,174400,89976994.9,515.5
2025-06-05 09:33:00,515.5,515.5,516.5,515.0,149900,77330454.0,515.0
2025-06-05 09:34:00,515.5,516.5,517.0,515.5,178600,92218275.0,515.5
2025-06-05 09:35:00,517.0,516.0,517.0,516.0,149700,77297525.0,516.5
2025-06-05 09:36:00,516.0,515.5,516.0,515.0,130500,67280412.0,516.0
2025-06-05 09:37:00,515.5,515.5,516.0,514.5,145600,75003450.0,515.5
2025-06-05 09:38:00,515.0,515.5,516.5,515.0,129400,66743150.0,515.5
2025-06-05 09:39:00,515.5,515.0,516.0,515.0,72300,37263775.0,515.5
2025-06-05 09:40:00,515.0,515.5,516.0,514.5,140200,72230900.0,515.0
2025-06-05 09:41:00,515.5,515.0,515.5,514.5,71200,36663225.0,515.5
2025-06-05 09:42:00,515.0,515.5,516.0,514.5,62600,32265593.6,515.0
2025-06-05 09:43:00,515.5,516.0,516.5,515.5,63900,32967975.0,515.5
2025-06-05 09:44:00,516.5,516.5,516.5,516.0,17100,8826697.8,516.0
2025-06-05 09:45:00,516.5,516.5,517.0,516.0,119900,61929100.0,516.5
2025-06-05 09:46:00,516.5,517.0,517.0,516.0,34500,17821378.0,516.5
2025-06-05 09:47:00,517.0,516.5,517.0,516.5,37300,19273125.0,517.0
2025-06-05 09:48:00,516.5,516.5,516.5,516.0,24100,12446550.0,516.5
2025-06-05 09:49:00,516.0,515.5,516.5,515.5,80300,41429351.1,516.5
2025-06-05 09:50:00,515.5,516.5,516.5,515.5,44600,23017200.0,515.5
2025-06-05 09:51:00,516.0,516.5,516.5,515.5,56500,29156425.0,516.5
2025-06-05 09:52:00,516.0,516.0,516.5,516.0,31100,16049025.0,516.5
2025-06-05 09:53:00,516.0,516.0,516.5,515.5,60700,31323650.0,516.0
2025-06-05 09:54:00,516.0,517.0,517.5,516.0,313100,161829085.6,516.0
2025-06-05 09:55:00,516.5,516.0,517.0,515.5,85300,44027325.0,517.0
2025-06-05 09:56:00,515.5,514.5,516.0,513.5,91900,47306425.0,516.0
2025-06-05 09:57:00,514.5,514.5,515.5,514.5,64600,33266849.3,514.5
2025-06-05 09:58:00,515.0,514.5,515.5,514.0,38100,19605425.0,514.5
2025-06-05 09:59:00,514.5,513.5,514.5,513.5,63900,32841850.0,514.5
2025-06-05 10:00:00,513.5,514.0,514.5,513.5,40700,20910625.0,513.5
2025-06-05 10:01:00,514.0,513.0,514.0,512.5,91600,47017150.0,514.0
2025-06-05 10:02:00,513.0,513.5,514.0,512.5,119600,61379950.0,513.0
2025-06-05 10:03:00,513.0,514.0,514.0,513.0,70400,36156900.0,513.5
2025-06-05 10:04:00,514.0,514.0,514.5,513.5,27400,14082009.5,514.0
2025-06-05 10:05:00,514.5,515.0,515.0,514.0,71000,36527125.0,514.0
2025-06-05 10:06:00,514.5,514.5,515.0,514.0,127600,65628275.0,515.0
2025-06-05 10:07:00,514.5,515.0,515.5,514.5,60300,31048000.0,514.5
2025-06-05 10:08:00,515.0,515.0,515.0,514.5,14100,7259000.0,515.0
2025-06-05 10:09:00,514.5,515.0,515.5,514.5,27000,13907225.0,515.0
2025-06-05 10:10:00,515.0,515.0,515.5,515.0,36200,18649275.0,515.0
2025-06-05 10:11:00,515.0,514.0,515.5,514.0,28400,14612733.4,515.0
2025-06-05 10:12:00,514.0,515.0,515.5,514.0,75400,38824150.0,514.0
2025-06-05 10:13:00,515.0,515.0,515.5,514.5,33200,17104050.0,515.0
2025-06-05 10:14:00,515.0,514.5,515.0,514.5,27400,14109417.0,515.0
2025-06-05 10:15:00,514.5,514.5,515.5,514.5,67700,34865775.0,514.5
2025-06-05 10:16:00,515.0,514.0,515.0,514.0,71400,36727250.0,514.5
2025-06-05 10:17:00,513.5,513.5,514.0,513.5,52000,26724000.0,514.0
2025-06-05 10:18:00,514.0,514.5,514.5,514.0,24700,12700300.0,513.5
2025-06-05 10:19:00,514.0,515.0,515.5,514.0,107600,55382418.8,514.5
2025-06-05 10:20:00,514.5,514.5,514.5,514.0,68400,35188925.0,515.0
2025-06-05 10:21:00,514.5,514.0,514.5,514.0,28100,14446400.0,514.5
2025-06-05 10:22:00,514.5,514.0,514.5,514.0,20900,10748000.0,514.0
